TaxonName,X1_1_ActivityCycle,X5_1_AdultBodyMass_g,X8_1_AdultForearmLen_mm,X13_1_AdultHeadBodyLen_mm,X2_1_AgeatEyeOpening_d,X3_1_AgeatFirstBirth_d,X18_1_BasalMetRate_mLO2hr,X5_2_BasalMetRateMass_g,X6_1_DietBreadth,X7_1_DispersalAge_d,X9_1_GestationLen_d,X12_1_HabitatBreadth,X22_1_HomeRange_km2,X22_2_HomeRange_Indiv_km2,X14_1_InterbirthInterval_d,X15_1_LitterSize,X16_1_LittersPerYear,X17_1_MaxLongevity_m,X5_3_NeonateBodyMass_g,X13_2_NeonateHeadBodyLen_mm,X10_1_PopulationGrpSize,X23_1_SexualMaturityAge_d,X10_2_SocialGrpSize,X24_1_TeatNumber,X12_2_Terrestriality,X6_2_TrophicLevel,X25_1_WeaningAge_d,X5_4_WeaningBodyMass_g,X13_3_WeaningHeadBodyLen_mm,XHYP_JTE
Podomys floridanus,1,3.425564738,NA,4.636475036,2.803360381,NA,3.946231177,3.42751469,4,NA,NA,2,NA,NA,5.744562647,0.955511445,NA,4.477336814,0.871293366,NA,NA,1.92297665,NA,NA,1,2,2.916591381,2.525728644,NA,NA
Scotinomys teguina,NA,2.450142657,NA,NA,2.587764035,NA,3.440418095,2.48490665,2,NA,3.440418095,1,NA,NA,5.563272418,0.90016135,NA,NA,0.104360015,NA,NA,1.91384224,NA,NA,1,2,2.758924176,NA,NA,NA
Scotinomys xerampelinus,NA,2.712706013,NA,NA,2.879198457,NA,3.463232773,2.721295428,NA,NA,3.51244056,NA,NA,NA,5.753259945,1.124929597,NA,NA,0.104360015,NA,NA,2.020254482,NA,NA,NA,NA,2.904392867,NA,NA,NA
Xenomys nelsoni,NA,4.867457524,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,0.470003629,NA,NA,1.60743591,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Melanomys caliginosus,NA,3.713572067,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.371563556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ichthyomys tweedii,1,4.774912961,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,0.662687973,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
Necromys urichi,2,3.803100598,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,1.644805056,1.280933845,NA,NA,NA,NA,2.105599951,NA,NA,1,2,NA,NA,NA,NA
Nectomys palmipes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Oecomys bicolor,1,3.707210411,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1.147402453,NA,NA,NA,NA,NA,2.128484588,0,NA,2,1,NA,NA,NA,NA
Oecomys speciosus,NA,4.295923936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oecomys trinitatis,NA,4.295923936,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Oligoryzomys fulvescens,1,3.218875825,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.291983682,NA,NA,NA,NA,NA,NA,0,NA,1,NA,NA,NA,NA,NA
Oligoryzomys vegetus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oryzomys couesi,NA,4.238300596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.289232648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oryzomys dimidiatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Oryzomys palustris,1,3.97518558,NA,4.894101478,2.1690537,NA,NA,NA,5,NA,3.208421367,2,NA,NA,NA,1.406096988,NA,3.349904087,1.249901736,NA,NA,1.977478628,NA,2.772588722,1,2,2.253246343,3.090587805,NA,NA
Rheomys raptor,NA,3.63758616,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,-0.030459207,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Rheomys thomasi,NA,3.688879454,NA,NA,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,-0.030459207,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
Rheomys underwoodi,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
Rhipidomys couesi,1,4.48863637,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,2,NA,NA,NA,NA,NA
Rhipidomys latimanus,1,4.051784948,NA,NA,NA,NA,NA,NA,4,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
Sigmodon alleni,NA,5.159572407,NA,5.135974892,NA,4.465908119,5.314436748,4.925803359,NA,NA,3.597312261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sigmodon arizonae,NA,5.288267031,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sigmodon fulviventer,NA,5.27780849,NA,5.194899407,NA,4.343805422,5.334552859,4.925803359,NA,NA,3.597312261,1,NA,NA,NA,2.014903021,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Sigmodon hispidus,2,4.706372066,NA,5.120983351,0.058268908,4.17438727,5.07292128,4.700934808,5,NA,3.295836866,NA,NA,NA,NA,1.693779061,0.693147181,4.133565275,1.887069649,NA,NA,1.978842036,0,2.302585093,NA,2,2.482004103,2.901421594,NA,NA
Sigmodon leucotis,NA,4.881133865,NA,5.057836896,NA,NA,5.228270368,4.856706812,NA,NA,3.555062306,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Sigmodon mascotensis,NA,4.787491743,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sigmodon ochrognathus,NA,4.804021045,NA,5.01820656,0,4.262679877,5.038444995,4.745801316,NA,NA,3.543564623,NA,NA,NA,NA,1.098612289,NA,NA,1.713797928,NA,NA,1.982982025,NA,NA,NA,NA,2.466212074,NA,NA,NA
Sigmodontomys alfari,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zygodontomys brevicauda,1,3.955465563,NA,NA,NA,NA,NA,NA,3,NA,3.234355396,1,NA,NA,5,1.442201993,1.704748092,NA,1.264126727,NA,NA,1.937515084,NA,NA,1,2,2.644786236,3.090587805,NA,NA
Nyctomys sumichrasti,1,4.094177882,NA,NA,2.847812143,NA,NA,NA,6,NA,3.525772116,1,NA,NA,6.164414003,0.693147181,2.148267733,4.133565275,1.465567542,3.943715452,NA,NA,0,NA,2,1,2.918157968,NA,NA,NA
Otonyctomys hatti,NA,3.589059119,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ototylomys phyllotis,1,4.465218226,NA,5.027426857,1.791759469,NA,NA,NA,3,NA,3.965374181,3,NA,NA,NA,0.78845736,NA,NA,2.321406847,4.242764567,NA,1.827187047,0,1.386294361,2,1,4.076045123,NA,NA,NA
Tylomys nudicaudus,3,5.202081759,NA,NA,2.397895273,NA,NA,NA,NA,NA,3.676553804,1,NA,NA,6.244997998,0.904218151,1.710187816,4.171305603,2.990719732,4.434381865,NA,2.150666151,NA,NA,NA,NA,2.973469778,3.688879454,NA,NA
Tylomys panamensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tylomys watsoni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.068153081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Makalata didelphoides,1,5.988108923,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,0,NA,3.616308761,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
Proechimys trinitatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Coendou prehensilis,1,8.322685687,NA,6.14761323,0,NA,6.822633026,8.095598701,5,NA,5.302010538,1,NA,NA,18.83666637,-0.020202707,NA,5.335613151,6.018106478,NA,NA,2.53921696,0,NA,2,1,4.112237875,NA,NA,NA
Coendou rothschildi,1,7.60090246,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA
Sphiggurus mexicanus,1,7.60090246,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,-0.020202707,NA,NA,NA,NA,NA,NA,0.693147181,2.48490665,2,1,NA,NA,NA,NA
Dasyprocta leporina,3,8.009692035,NA,6.349645856,0,NA,7.351453433,7.896180609,3,NA,4.667111588,1,NA,NA,NA,0.336472237,NA,5.364105107,NA,NA,NA,NA,NA,NA,1,1,5.192494102,NA,NA,NA
Dasyprocta mexicana,3,8.517191191,NA,NA,0,NA,NA,NA,3,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5.192494102,NA,NA,NA
Dasyprocta punctata,3,7.744621779,NA,NA,0,NA,NA,NA,3,NA,4.678885224,2,NA,NA,11.26942767,0.223143551,NA,4.787491743,NA,NA,NA,NA,0,NA,1,1,5.192494102,NA,NA,NA
Cuniculus paca,1,9.008536257,NA,6.472439026,0,NA,7.918191877,9.122164681,5,NA,4.755657019,2,NA,NA,13.82027496,0.009950331,0.559615788,5.257495372,6.514371892,NA,NA,2.411547707,0,2.079441542,1,1,4.357686678,NA,NA,NA
Capromys pilorides,NA,8.556413905,NA,NA,NA,NA,6.405063155,7.874739125,3,NA,4.828313737,1,NA,NA,NA,0.693147181,NA,4.912654886,5.29576411,NA,NA,2.398213737,NA,1.386294361,2,2,3.475750748,NA,NA,NA
Geocapromys brownii,1,7.311538974,NA,5.935264497,0,5.899897354,NA,NA,4,NA,4.787491743,2,NA,NA,12.9614814,0.548121409,0.693147181,4.601162165,NA,NA,NA,NA,1.945910149,NA,2,1,1.29465259,NA,NA,NA
Mesocapromys nanus,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,1.386294361,2,2,NA,NA,NA,NA
Mysateles prehensilis,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,0.693147181,NA,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA
Plagiodontia aedium,1,7.145874139,NA,5.703782475,NA,NA,NA,NA,3,NA,4.916324615,1,NA,NA,NA,0.131028262,NA,4.777441407,4.661172376,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
Ochotona collaris,3,4.859812404,NA,5.233458794,NA,5.899897354,NA,NA,2,NA,NA,1,NA,NA,NA,1.208960346,0.693147181,4.276666119,NA,NA,NA,2.434193508,NA,NA,1,1,NA,NA,NA,NA
Ochotona princeps,3,5.060250515,NA,5.247024072,1.945910149,NA,5.116615618,4.691347882,2,NA,3.415757533,1,NA,NA,5.514526272,1.057790294,0.693147181,4.430816799,2.397895273,NA,0,2.434193508,NA,NA,1,1,2.979489725,4.482889551,NA,NA
Brachylagus idahoensis,2,6.066548828,NA,5.580107113,NA,NA,NA,NA,2,NA,3.663305203,2,NA,NA,6.244997998,1.759580571,0.693147181,NA,NA,4.276666119,NA,2.3520888,NA,NA,1,1,NA,NA,NA,NA
Lepus alleni,2,8.276394705,NA,6.302600661,NA,NA,7.488573275,8.086410275,2,NA,3.737431495,NA,1.229114291,1.363604825,NA,0.672944473,1.252762968,NA,5.204006687,4.932457513,NA,NA,NA,NA,NA,1,NA,8.006367568,NA,NA
Lepus americanus,1,7.357824022,NA,6.050888448,0,5.899897354,7.131090812,7.354234363,3,NA,3.599228232,NA,NA,NA,6.08276253,1.264126727,0.916290732,4.564348191,4.217151991,5.035002651,NA,2.313357114,NA,NA,NA,1,2.843042432,6.088818092,NA,NA
Lepus arcticus,1,8.392248825,NA,6.349121509,NA,NA,NA,NA,3,NA,3.951051392,NA,0.902975533,0.866842597,NA,1.726331664,0.405465108,4.430816799,NA,NA,NA,2.435930209,0.693147181,NA,NA,1,NA,NA,NA,NA
Lepus californicus,1,7.792547088,NA,6.173786104,NA,NA,7.178545484,7.740664402,2,NA,3.732178379,1,NA,NA,NA,0.985816795,1.398716881,4.401829262,4.441827388,4.941642423,NA,2.360597415,NA,1.791759469,1,1,2.707614536,7.516835833,NA,NA
Lepus callotis,1,7.866400271,NA,6.192342039,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,0.90825856,1.098612289,NA,NA,NA,NA,NA,0.693147181,NA,NA,1,NA,NA,NA,NA
Lepus othus,NA,8.484122329,NA,6.354578715,NA,NA,NA,NA,2,NA,3.828423982,NA,NA,NA,NA,1.816452082,0,NA,4.629472479,5.049856007,NA,NA,NA,NA,NA,1,3.659056761,NA,NA,NA
Lepus townsendii,1,8.123154552,NA,6.240256352,NA,NA,7.317544359,7.870929597,2,NA,3.706964922,NA,NA,NA,NA,1.501852702,1.190887565,4.564348191,4.499698553,NA,NA,2.374626869,0,NA,NA,1,3.080417664,6.602574324,NA,NA
Sylvilagus aquaticus,NA,7.665444106,NA,6.125886168,0.916290732,NA,NA,NA,2,NA,3.617383452,1,NA,NA,NA,1.098612289,1.078409581,NA,4.019980147,NA,NA,2.245340152,NA,2.079441542,1,1,2.753659041,NA,NA,NA
Sylvilagus audubonii,NA,6.780921408,NA,5.784563371,NA,NA,6.081602282,6.510853402,2,NA,3.33220451,1,NA,NA,NA,1.098612289,NA,NA,3.536893097,4.382026635,NA,2.123100882,NA,NA,1,1,2.904392867,NA,NA,NA
Sylvilagus bachmani,1,6.571624984,NA,5.716303755,NA,NA,NA,NA,3,NA,3.295836866,2,NA,NA,5.431390246,1.208960346,1.504077397,NA,3.305053521,NA,NA,NA,NA,2.079441542,1,1,2.533937221,NA,NA,NA
Sylvilagus brasiliensis,2,6.89440658,NA,5.895201413,NA,NA,NA,NA,1,NA,3.749504076,1,NA,NA,NA,0.641853886,1.547562509,NA,NA,NA,NA,2.14404673,0,1.791759469,1,1,2.973846739,NA,NA,NA
Sylvilagus cunicularius,2,7.819853233,NA,6.077596371,NA,NA,NA,NA,2,NA,3.401197382,1,NA,NA,NA,1.311031877,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA
Sylvilagus dicei,NA,NA,NA,5.925538397,NA,NA,NA,NA,2,NA,3.414771502,1,NA,NA,NA,1.504077397,NA,4.682131227,NA,NA,0,NA,NA,NA,1,1,3.152152723,NA,NA,NA
Sylvilagus floridanus,2,7.096050624,NA,5.916202063,NA,NA,NA,NA,2,NA,3.295836866,1,NA,NA,5.518151865,1.530394705,1.570697084,4.682131227,3.530762586,4.726591041,NA,2.159608919,NA,2.079441542,1,1,2.834770513,4.718498871,NA,NA
Sylvilagus nuttallii,NA,6.686534877,NA,5.782162262,NA,NA,NA,NA,1,NA,3.340739413,2,NA,NA,NA,1.566530411,1.252762968,NA,NA,NA,NA,2.150666151,NA,NA,2,1,3.150138568,NA,NA,NA
Sylvilagus palustris,1,7.211726461,NA,5.995954452,NA,NA,NA,NA,2,NA,3.510350696,1,NA,NA,NA,1.085189268,1.791759469,NA,NA,NA,NA,2.278806014,NA,2.079441542,1,1,NA,NA,NA,NA
Sylvilagus robustus,NA,NA,NA,5.976858395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvilagus transitionalis,2,6.701358219,NA,5.894375286,NA,NA,NA,NA,3,NA,3.33220451,1,NA,NA,NA,1.483874689,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2.517214525,NA,NA,NA
Solenodon cubanus,2,6.714922674,NA,5.857504491,NA,NA,NA,NA,2,NA,NA,3,NA,NA,NA,0.405465108,1.098612289,4.356708827,NA,NA,0.957230762,NA,0,0.693147181,2,3,NA,NA,NA,NA
Solenodon paradoxus,2,6.802383652,NA,5.723585102,NA,NA,NA,NA,2,6.054040206,4.171305603,3,NA,NA,NA,0.494696242,0.693147181,4.912654886,4.499698553,NA,0.832554611,2.592033697,0,0.693147181,2,3,4.211720851,NA,NA,NA
Sorex fumeus,2,2.05796251,NA,4.277637869,NA,NA,NA,NA,3,NA,3.044522438,1,NA,NA,NA,1.702928256,0.693147181,2.740840024,NA,NA,NA,2.391140707,NA,NA,1,2,NA,1.386294361,NA,NA
Sorex alaskanus,NA,2.63905733,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Sorex arcticus,2,2.102913898,NA,4.318287794,NA,NA,NA,NA,1,NA,2.833213344,NA,NA,NA,NA,1.900613874,0.641853886,2.890371758,NA,NA,0,2.408695957,NA,NA,NA,3,NA,NA,NA,NA
Sorex arizonae,NA,0.993251773,NA,4.060098123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex bairdi,NA,2.119863456,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex bendirii,NA,2.757475084,NA,4.45423101,NA,NA,NA,NA,1,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.791759469,2,3,NA,NA,NA,NA
Sorex cinereus,2,1.435084525,NA,4.046553898,2.876385516,NA,3.797733859,1.609437912,2,NA,2.896464272,NA,NA,NA,NA,1.870262531,NA,3.135494216,-1.272965676,NA,0,2.234778484,NA,1.791759469,NA,3,2.708977887,1.249901736,NA,NA
Sorex dispar,NA,1.60743591,NA,4.144562278,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1.430311247,NA,NA,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA
Sorex emarginatus,NA,1.945910149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex haydeni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.020424886,NA,NA,NA,NA,1.945910149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex hoyi,2,1.214912744,NA,3.988798844,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,1.764730797,0,NA,NA,NA,NA,NA,NA,2.079441542,1,3,NA,NA,NA,NA
Sorex jacksoni,NA,1.793424749,NA,4.153242203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex longirostris,2,1.190887565,NA,3.93456697,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1.383791231,0.693147181,NA,NA,NA,NA,2.189362494,NA,NA,1,2,NA,NA,NA,NA
Sorex lyelli,NA,1.60743591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex macrodon,NA,2.152924318,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex merriami,NA,1.790091412,NA,4.094511215,NA,NA,NA,NA,1,NA,NA,2,NA,NA,NA,1.790091412,NA,NA,NA,NA,NA,NA,NA,1.791759469,1,3,NA,NA,NA,NA
Sorex milleri,NA,1.403642999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex monticolus,NA,1.93441577,NA,NA,NA,NA,NA,NA,2,NA,NA,1,NA,NA,NA,1.74745921,1.098612289,2.772588722,NA,NA,0,NA,NA,NA,1,2,2.753659041,NA,NA,NA
Sorex nanus,NA,0.943905899,NA,3.951243719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.870262531,NA,NA,NA,NA,NA,NA,NA,1.791759469,NA,NA,NA,NA,NA,NA
Sorex neomexicanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex oreopolus,NA,1.945910149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex ornatus,3,1.669591835,NA,3.911822985,NA,NA,3.956613889,2.272125886,NA,NA,NA,NA,NA,NA,NA,1.60743591,0,2.833213344,-0.693147181,NA,0.832554611,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex pacificus,1,2.357073278,NA,4.251348311,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,1.432700734,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Sorex palustris,2,2.570319528,NA,4.315753276,NA,NA,NA,NA,4,NA,3.044522438,2,NA,NA,NA,1.69744879,0.916290732,2.890371758,NA,NA,0,2.190268715,NA,1.791759469,1,2,NA,NA,NA,NA
Sorex preblei,NA,1.1442228,NA,3.970291914,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Sorex saussurei,NA,1.53686722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex sonomae,NA,2.116255515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex tenellus,NA,1.335001067,NA,3.951243719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex trowbridgii,2,1.613429934,NA,4.158726821,NA,NA,NA,NA,3,NA,NA,1,NA,NA,NA,1.363537374,0.693147181,2.890371758,NA,NA,NA,NA,NA,1.791759469,1,2,NA,NA,NA,NA
Sorex tundrensis,NA,2.034705648,NA,4.222297927,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,2.163323026,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA
Sorex ugyunak,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex vagrans,2,1.790091412,NA,4.166820251,2.756840365,NA,NA,NA,3,NA,3.00221124,NA,NA,NA,NA,1.764730797,0.405465108,3.218875825,-0.891598119,NA,0,2.456409811,NA,1.791759469,NA,2,2.794803286,1.702928256,NA,NA
Sorex ventralis,NA,1.945910149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex veraepacis,NA,2.014903021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Blarina brevicauda,1,2.921008727,NA,4.794301835,2.917770732,4.158883083,4.083620599,3.015534901,6,NA,3.02431973,2,NA,NA,NA,1.684545385,1.098612289,3.496507561,-0.116533816,NA,0,2.06527295,NA,1.791759469,1,2,2.798213146,NA,NA,NA
Blarina carolinensis,NA,2.477378383,NA,4.293195421,NA,NA,NA,NA,2,NA,NA,2,NA,NA,NA,1.373715579,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA
Blarina hylophaga,NA,2.673458756,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Cryptotis alticola,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis goldmani,NA,1.906575144,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis goodwini,NA,1.945910149,NA,4.552929074,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Cryptotis gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis magna,NA,1.945910149,NA,4.442533603,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.095273387,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Cryptotis mayensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis merriami,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis mexicana,NA,1.945910149,NA,4.110709916,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1.095273387,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
Cryptotis nigrescens,NA,2.118662255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis obscura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis parva,2,1.60341984,NA,4.219360636,2.63905733,NA,3.799078246,1.853168097,6,NA,3.090587805,1,NA,NA,NA,1.515127233,0.916290732,3.044522438,-1.049822124,2.944438979,1.645615448,1.888872978,NA,1.791759469,1,2,2.729712967,NA,NA,NA
Cryptotis peregrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cryptotis phillipsii,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Megasorex gigas,NA,2.460443178,NA,4.49535532,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
